id,age,status,gender,drinks,drugs,education,ethnicity,income,last_online,location,offspring,smokes,city,country,age_group,state,messages_sent,profile_completion,account_age,preferred_age_range,relationship_intent,work_industry,self_rated_attractiveness
7623,37,single,f,socially,,graduated from masters program,,-1,27/06/2012,"san francisco, california",doesn't have kids,no,, california,35-44,california,138,92,2,32-42,Serious,Healthcare,2
7624,39,single,f,rarely,never,graduated from college/university,white,50000,03/09/2011,"oakland, california",,no,, california,35-44,california,298,90,6,34-44,Marriage,Education,5
7625,21,single,m,socially,never,working on two-year college,white,20000,29/06/2012,"san francisco, california",,no,, california,18-24,california,400,91,2,18-26,Casual,Tech,2
7626,43,single,m,often,never,dropped out of college/university,asian,-1,01/05/2012,"oakland, california",,no,, california,35-44,california,95,60,5,38-48,Casual,Healthcare,6
7627,43,single,f,,never,,white,-1,29/06/2012,"san francisco, california",,no,, california,35-44,california,387,70,8,38-48,Marriage,Other,2
7628,25,single,f,often,,working on college/university,white,20000,08/07/2011,"berkeley, california",,no,, california,25-34,california,446,80,3,20-30,Marriage,Education,2
7629,56,single,m,socially,never,graduated from masters program,white,-1,29/06/2012,"berkeley, california",,no,, california,55-64,california,451,64,5,51-61,Serious,Education,2
7630,27,single,m,socially,sometimes,graduated from high school,"asian,white",20000,29/06/2012,"south san francisco, california",,yes,, california,25-34,california,336,94,3,22-32,Marriage,Education,9
7631,24,single,f,socially,,graduated from college/university,white,-1,29/06/2012,"emeryville, california",,,, california,25-34,california,296,98,3,19-29,Serious,Other,4
7632,26,single,m,socially,never,graduated from law school,white,-1,29/06/2012,"san francisco, california",,no,, california,25-34,california,466,85,1,21-31,Casual,Healthcare,6
7633,42,single,f,rarely,never,graduated from masters program,asian,-1,23/06/2012,"san francisco, california",,no,, california,35-44,california,388,92,2,37-47,Serious,Other,8
7634,29,single,f,socially,never,graduated from college/university,white,-1,25/05/2012,"san francisco, california",,no,, california,25-34,california,415,50,7,24-34,Marriage,Healthcare,10
7635,34,single,f,socially,never,graduated from masters program,"asian,black",-1,20/06/2012,"berkeley, california",,no,, california,35-44,california,213,77,4,29-39,Casual,Other,5
7636,25,single,m,rarely,never,working on college/university,white,-1,14/06/2012,"berkeley, california",doesn't have kids,no,, california,25-34,california,453,82,1,20-30,Casual,Education,3
7637,29,single,f,socially,,graduated from law school,middleeastern,-1,29/06/2012,"berkeley, california",doesn't want kids,no,, california,25-34,california,290,52,4,24-34,Marriage,Education,10
7638,23,single,m,rarely,often,,white,-1,27/06/2012,"fairfax, california",,no,, california,18-24,california,21,64,9,18-28,Serious,Other,1
7639,32,single,m,socially,never,graduated from college/university,white,-1,29/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,25-34,california,192,82,8,27-37,Casual,Finance,5
7640,24,single,m,socially,sometimes,graduated from masters program,white,-1,23/03/2012,"san francisco, california",doesn't have kids,sometimes,, california,25-34,california,467,81,6,19-29,Casual,Other,2
7642,36,single,m,socially,never,graduated from med school,,70000,31/03/2012,"san francisco, california",doesn't have kids,no,, california,35-44,california,367,75,2,31-41,Marriage,Retail,2
7643,37,available,m,socially,,graduated from masters program,other,-1,29/06/2012,"san francisco, california",doesn't want kids,no,, california,35-44,california,246,97,5,32-42,Serious,Retail,5
7644,31,single,m,socially,,working on masters program,white,-1,29/06/2012,"san francisco, california",doesn't want kids,no,, california,25-34,california,266,66,9,26-36,Serious,Other,2
7645,44,single,m,socially,never,graduated from college/university,white,-1,29/06/2012,"novato, california",doesn't have kids,no,, california,45-54,california,460,58,8,39-49,Serious,Tech,2
7646,50,single,f,socially,never,graduated from college/university,white,-1,04/06/2012,"walnut creek, california",has a kid,no,, california,45-54,california,250,54,4,45-55,Casual,Education,2
7647,34,single,m,socially,never,graduated from masters program,white,-1,29/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,35-44,california,489,78,7,29-39,Casual,Retail,6
7648,26,available,m,often,,working on ph.d program,white,-1,26/06/2012,"berkeley, california",,no,, california,25-34,california,2,55,9,21-31,Marriage,Finance,3
7649,32,single,m,often,sometimes,graduated from college/university,hispani,-1,02/06/2012,"san francisco, california",,yes,, california,25-34,california,392,96,5,27-37,Marriage,Other,2
7650,30,single,m,socially,,dropped out of ph.d program,,-1,31/01/2012,"berkeley, california",,no,, california,25-34,california,315,90,2,25-35,Marriage,Tech,6
7651,31,single,f,socially,sometimes,,white,-1,18/06/2012,"oakland, california",,no,, california,25-34,california,75,84,2,26-36,Serious,Tech,10
7652,34,single,m,socially,never,graduated from two-year college,"white,other",70000,27/04/2012,"berkeley, california","doesn't have kids, but might want them",no,, california,35-44,california,86,100,8,29-39,Casual,Retail,4
7653,24,single,m,often,sometimes,working on college/university,"middleeastern,white",20000,26/06/2012,"san francisco, california","doesn't have kids, and doesn't want any",no,, california,25-34,california,269,70,8,19-29,Casual,Healthcare,1
7654,23,single,m,socially,never,working on college/university,,1000000,20/05/2012,"san francisco, california",,sometimes,, california,18-24,california,224,94,8,18-28,Marriage,Finance,10
7655,38,single,f,socially,,graduated from college/university,white,-1,29/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,35-44,california,17,94,5,33-43,Serious,Tech,6
7656,31,single,m,socially,never,graduated from college/university,asian,-1,29/06/2012,"san francisco, california",might want kids,no,, california,25-34,california,112,72,2,26-36,Casual,Education,8
7657,36,single,f,socially,,graduated from masters program,,-1,24/06/2012,"san francisco, california",,no,, california,35-44,california,250,84,8,31-41,Serious,Education,10
7658,26,single,f,socially,never,working on masters program,white,-1,28/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,25-34,california,232,95,4,21-31,Serious,Healthcare,2
7659,39,single,f,socially,never,graduated from masters program,white,-1,29/06/2012,"san francisco, california",,no,, california,35-44,california,328,51,9,34-44,Serious,Finance,2
7660,33,single,m,socially,sometimes,graduated from masters program,white,-1,29/06/2012,"san francisco, california",,no,, california,25-34,california,278,91,6,28-38,Serious,Other,9
7661,34,single,m,socially,,graduated from college/university,white,-1,29/06/2012,"san francisco, california",,no,, california,35-44,california,201,58,7,29-39,Casual,Healthcare,10
7662,33,single,f,socially,never,graduated from law school,asian,-1,30/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,25-34,california,82,62,3,28-38,Serious,Other,2
7663,23,single,m,socially,never,graduated from college/university,asian,-1,29/06/2012,"san francisco, california",,no,, california,18-24,california,124,92,2,18-28,Marriage,Education,7
7664,23,single,m,rarely,never,graduated from college/university,white,-1,29/06/2012,"berkeley, california","doesn't have kids, and doesn't want any",no,, california,18-24,california,174,83,2,18-28,Marriage,Education,10
7665,27,single,m,socially,sometimes,graduated from college/university,"asian,white",-1,25/06/2012,"san francisco, california",,trying to quit,, california,25-34,california,68,65,3,22-32,Casual,Other,6
7666,23,single,m,socially,sometimes,working on two-year college,white,20000,29/06/2012,"novato, california","doesn't have kids, and doesn't want any",when drinking,, california,18-24,california,46,54,7,18-28,Serious,Tech,9
7667,23,single,f,very often,sometimes,dropped out of high school,"hispani,white",-1,29/06/2012,"san rafael, california",,sometimes,, california,18-24,california,371,50,8,18-28,Casual,Retail,9
7668,20,single,m,socially,never,working on college/university,black,-1,30/06/2012,"emeryville, california",,sometimes,, california,18-24,california,255,89,4,18-25,Serious,Finance,3
7669,43,single,f,socially,never,graduated from college/university,white,20000,30/06/2012,"oakland, california",doesn't want kids,no,, california,35-44,california,214,71,3,38-48,Marriage,Healthcare,9
7670,39,single,m,socially,,graduated from med school,"hispani,white,other",-1,23/06/2012,"redwood city, california",has kids,no,, california,35-44,california,29,97,7,34-44,Casual,Retail,1
7671,24,single,m,rarely,,working on college/university,"asian,white",-1,25/06/2012,"san francisco, california",,sometimes,, california,25-34,california,280,95,3,19-29,Casual,Retail,10
7672,45,single,m,often,never,graduated from masters program,white,-1,29/06/2012,"redwood city, california",,no,, california,45-54,california,411,75,8,40-50,Marriage,Finance,1
7673,20,single,m,rarely,never,graduated from high school,black,20000,16/06/2012,"san pablo, california","doesn't have kids, but wants them",no,, california,18-24,california,481,83,4,18-25,Casual,Healthcare,8
7674,24,single,m,socially,sometimes,,white,-1,24/06/2012,"alameda, california",,no,, california,25-34,california,236,99,8,19-29,Marriage,Healthcare,6
7675,28,single,m,socially,never,graduated from college/university,white,-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,247,70,2,23-33,Serious,Retail,5
7676,32,available,m,,,,,-1,29/06/2012,"san francisco, california",,,, california,25-34,california,367,56,8,27-37,Serious,Other,4
7677,53,single,m,socially,never,dropped out of masters program,white,-1,27/06/2012,"san francisco, california",,no,, california,45-54,california,494,74,8,48-58,Serious,Finance,5
7678,35,single,m,socially,never,working on college/university,,-1,29/04/2012,"south san francisco, california",,trying to quit,, california,35-44,california,24,61,3,30-40,Serious,Finance,7
7679,56,single,m,rarely,never,dropped out of college/university,white,-1,29/06/2012,"mountain view, california","has a kid, and might want more",no,, california,55-64,california,73,80,2,51-61,Marriage,Other,7
7680,31,single,m,often,never,graduated from ph.d program,white,-1,04/06/2012,"san francisco, california",doesn't want kids,no,, california,25-34,california,205,96,7,26-36,Marriage,Other,2
7681,32,single,m,socially,never,graduated from college/university,white,-1,28/06/2012,"san francisco, california",,no,, california,25-34,california,489,76,9,27-37,Casual,Other,8
7682,19,single,m,,never,working on college/university,black,-1,17/06/2012,"oakland, california","doesn't have kids, but might want them",no,, california,18-24,california,493,71,1,18-24,Serious,Education,10
7683,31,single,m,,,,white,-1,13/06/2012,"san francisco, california",,,, california,25-34,california,313,83,5,26-36,Casual,Finance,8
7684,41,single,m,socially,never,,hispani,-1,29/06/2012,"san francisco, california",,no,, california,35-44,california,93,66,3,36-46,Serious,Other,2
7685,35,single,m,socially,sometimes,,"black,nativeamerican",50000,26/01/2012,"oakland, california",has kids,no,, california,35-44,california,374,60,9,30-40,Serious,Education,5
7686,26,single,m,socially,sometimes,graduated from college/university,white,-1,29/06/2012,"san francisco, california",doesn't want kids,no,, california,25-34,california,126,78,8,21-31,Serious,Finance,1
7687,28,single,m,socially,,graduated from masters program,other,100000,08/09/2011,"san francisco, california",,,, california,25-34,california,424,83,9,23-33,Serious,Healthcare,4
7688,34,single,m,socially,never,graduated from college/university,white,-1,29/06/2012,"belmont, california",,no,, california,35-44,california,24,100,9,29-39,Marriage,Retail,4
7689,27,single,m,socially,never,graduated from college/university,,30000,29/06/2012,"berkeley, california",,no,, california,25-34,california,333,86,3,22-32,Serious,Retail,5
7690,26,available,m,socially,sometimes,graduated from college/university,"white,other",20000,27/06/2012,"oakland, california",,no,, california,25-34,california,354,98,7,21-31,Serious,Tech,2
7691,21,single,m,socially,,working on college/university,,-1,25/06/2012,"berkeley, california",,yes,, california,18-24,california,115,97,5,18-26,Serious,Other,9
7692,33,single,m,socially,never,graduated from ph.d program,white,-1,29/06/2012,"san francisco, california",,no,, california,25-34,california,47,75,6,28-38,Marriage,Retail,1
7694,23,single,m,rarely,never,working on college/university,white,-1,30/01/2012,"palo alto, california",doesn't want kids,no,, california,18-24,california,265,94,8,18-28,Serious,Other,8
7695,30,single,m,socially,never,,"middleeastern,hispani,white",-1,24/06/2012,"oakland, california",,no,, california,25-34,california,98,94,7,25-35,Serious,Education,3
7696,34,single,m,,,graduated from college/university,asian,-1,30/06/2012,"oakland, california",,no,, california,35-44,california,458,81,1,29-39,Casual,Healthcare,5
7697,35,available,m,socially,,,white,-1,26/06/2012,"san francisco, california",,no,, california,35-44,california,10,86,1,30-40,Casual,Other,7
7698,32,single,m,socially,sometimes,graduated from two-year college,white,-1,30/06/2012,"san francisco, california","doesn't have kids, and doesn't want any",yes,, california,25-34,california,84,54,6,27-37,Casual,Tech,8
7699,41,single,m,socially,never,graduated from two-year college,asian,-1,29/06/2012,"richmond, california",has kids,no,, california,35-44,california,404,69,9,36-46,Casual,Finance,9
7700,24,single,f,socially,,working on masters program,hispani,-1,27/06/2012,"oakland, california",,no,, california,25-34,california,213,100,8,19-29,Serious,Healthcare,3
7701,45,single,m,socially,never,graduated from law school,white,-1,30/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,45-54,california,172,56,1,40-50,Serious,Healthcare,1
7702,39,available,m,socially,sometimes,graduated from college/university,white,-1,28/06/2012,"san francisco, california",doesn't want kids,no,, california,35-44,california,390,92,8,34-44,Serious,Other,4
7703,41,single,m,socially,never,graduated from college/university,white,-1,28/06/2012,"mill valley, california",,no,, california,35-44,california,208,72,5,36-46,Serious,Healthcare,6
7704,23,single,f,often,,graduated from college/university,hispani,-1,29/06/2012,"oakland, california",doesn't want kids,when drinking,, california,18-24,california,447,50,2,18-28,Casual,Tech,3
7705,34,single,m,often,never,graduated from college/university,white,-1,29/06/2012,"san francisco, california",,no,, california,35-44,california,381,88,7,29-39,Serious,Tech,4
7706,37,married,m,socially,sometimes,graduated from masters program,white,100000,01/11/2011,"san francisco, california",doesn't want kids,when drinking,, california,35-44,california,63,52,2,32-42,Serious,Finance,9
7707,24,single,m,often,,graduated from college/university,white,-1,26/06/2012,"san francisco, california",,no,, california,25-34,california,257,94,4,19-29,Marriage,Other,4
7709,36,single,m,socially,,graduated from college/university,white,-1,28/06/2012,"san francisco, california",,no,, california,35-44,california,120,55,5,31-41,Casual,Finance,3
7710,32,single,m,often,,working on masters program,white,-1,29/06/2012,"san francisco, california","doesn't have kids, but might want them",,, california,25-34,california,297,80,6,27-37,Casual,Retail,2
7711,26,single,m,socially,,graduated from college/university,white,-1,19/06/2012,"daly city, california",,no,, california,25-34,california,465,76,2,21-31,Marriage,Education,8
7712,29,single,m,socially,never,graduated from college/university,asian,-1,28/06/2012,"daly city, california",,no,, california,25-34,california,53,78,8,24-34,Serious,Tech,1
7713,30,single,m,socially,never,graduated from college/university,"asian,white",-1,30/06/2012,"san francisco, california",,when drinking,, california,25-34,california,330,64,9,25-35,Casual,Retail,3
7714,33,single,m,socially,,graduated from college/university,white,-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,271,85,3,28-38,Serious,Tech,5
7715,29,single,f,socially,never,graduated from college/university,white,-1,28/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,25-34,california,240,54,7,24-34,Serious,Finance,8
7716,27,single,m,often,,graduated from masters program,white,-1,25/06/2012,"san francisco, california",,no,, california,25-34,california,242,52,4,22-32,Casual,Other,5
7717,30,single,m,socially,never,graduated from college/university,asian,-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,17,100,4,25-35,Serious,Tech,10
7718,32,single,f,socially,sometimes,graduated from college/university,white,-1,29/06/2012,"oakland, california",,no,, california,25-34,california,482,74,1,27-37,Casual,Education,10
7719,24,single,f,socially,never,working on college/university,white,-1,27/06/2012,"walnut creek, california","doesn't have kids, but wants them",no,, california,25-34,california,186,81,5,19-29,Marriage,Finance,8
7720,32,single,m,socially,,graduated from college/university,hispani,-1,29/06/2012,"oakland, california",,no,, california,25-34,california,345,70,6,27-37,Serious,Healthcare,5
7721,23,single,m,socially,sometimes,graduated from high school,white,-1,24/06/2012,"san francisco, california",,yes,, california,18-24,california,143,97,5,18-28,Marriage,Education,7
7722,30,single,m,socially,never,graduated from college/university,white,-1,27/06/2012,"san francisco, california",,sometimes,, california,25-34,california,261,66,6,25-35,Marriage,Finance,4
7723,42,available,m,often,,dropped out of two-year college,white,-1,29/06/2012,"west oakland, california",,no,, california,35-44,california,440,58,3,37-47,Marriage,Education,8
7724,27,single,m,,never,,,-1,17/10/2011,"san francisco, california",,no,, california,25-34,california,363,75,2,22-32,Marriage,Other,7
7725,28,seeing someone,m,socially,never,graduated from college/university,white,50000,28/04/2012,"san francisco, california",,no,, california,25-34,california,490,71,5,23-33,Casual,Tech,4
7726,31,single,f,socially,never,graduated from college/university,white,-1,28/06/2012,"palo alto, california","doesn't have kids, but wants them",no,, california,25-34,california,430,90,6,26-36,Marriage,Finance,6
7727,26,single,m,socially,never,working on ph.d program,white,-1,28/06/2012,"berkeley, california",,no,, california,25-34,california,238,95,6,21-31,Marriage,Tech,9
7728,27,single,m,socially,never,working on college/university,other,-1,27/06/2012,"daly city, california","doesn't have kids, and doesn't want any",no,, california,25-34,california,303,72,5,22-32,Serious,Education,1
7729,27,single,m,socially,never,graduated from college/university,white,-1,10/05/2012,"emeryville, california",,no,, california,25-34,california,297,60,2,22-32,Casual,Education,7
7730,26,single,m,socially,never,,white,-1,31/12/2011,"san francisco, california",,no,, california,25-34,california,75,59,1,21-31,Casual,Healthcare,1
7731,28,single,m,socially,,graduated from college/university,white,-1,26/06/2012,"san francisco, california",,,, california,25-34,california,187,72,6,23-33,Casual,Other,7
7732,37,single,m,socially,never,graduated from college/university,white,-1,01/08/2011,"oakland, california",,when drinking,, california,35-44,california,332,54,1,32-42,Casual,Education,7
7733,26,single,m,socially,never,,white,-1,18/11/2011,"palo alto, california",,no,, california,25-34,california,387,75,1,21-31,Serious,Finance,5
7734,29,single,m,socially,never,graduated from college/university,white,-1,29/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,25-34,california,486,53,6,24-34,Casual,Healthcare,8
7735,24,single,m,socially,never,working on masters program,asian,-1,29/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,25-34,california,245,92,1,19-29,Marriage,Tech,7
7736,29,single,m,socially,,dropped out of space camp,white,-1,29/06/2012,"san francisco, california",,yes,, california,25-34,california,129,76,2,24-34,Serious,Education,2
7737,29,single,m,socially,,,white,-1,27/07/2011,"san francisco, california",,no,, california,25-34,california,473,87,1,24-34,Casual,Education,6
7738,28,single,m,socially,,working on masters program,other,-1,29/06/2012,"san francisco, california",,,, california,25-34,california,314,83,7,23-33,Casual,Finance,8
7739,28,single,m,socially,sometimes,graduated from high school,white,-1,26/06/2012,"san francisco, california",,no,, california,25-34,california,410,52,4,23-33,Casual,Healthcare,1
7740,32,single,m,often,sometimes,graduated from space camp,white,-1,28/06/2012,"san francisco, california","doesn't have kids, but wants them",trying to quit,, california,25-34,california,282,99,4,27-37,Serious,Retail,8
7741,47,single,m,socially,never,graduated from masters program,white,-1,26/06/2012,"san francisco, california",doesn't want kids,no,, california,45-54,california,78,81,4,42-52,Marriage,Other,9
7742,46,single,m,not at all,never,graduated from masters program,hispani,-1,22/04/2012,"san francisco, california",,no,, california,45-54,california,71,75,5,41-51,Serious,Finance,9
7743,26,single,m,,never,,white,-1,02/05/2012,"berkeley, california",,,, california,25-34,california,262,67,9,21-31,Casual,Education,2
7744,32,single,m,socially,,working on two-year college,white,-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,190,56,5,27-37,Marriage,Tech,7
7745,53,single,m,not at all,never,graduated from college/university,white,-1,22/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,45-54,california,366,94,2,48-58,Casual,Education,1
7746,33,single,m,,,working on college/university,white,-1,27/06/2012,"san francisco, california",,,, california,25-34,california,374,62,8,28-38,Marriage,Other,8
7747,26,single,m,socially,never,graduated from college/university,white,-1,15/03/2012,"san francisco, california",,no,, california,25-34,california,429,55,8,21-31,Serious,Finance,7
7748,22,single,m,,,working on college/university,white,-1,30/06/2012,"palo alto, california",,,, california,18-24,california,62,84,9,18-27,Marriage,Retail,5
7749,25,single,m,often,sometimes,graduated from college/university,"white,other",-1,21/06/2012,"san francisco, california",doesn't want kids,when drinking,, california,25-34,california,487,80,4,20-30,Serious,Healthcare,10
7750,26,single,m,often,never,graduated from masters program,black,-1,26/06/2012,"daly city, california",,yes,, california,25-34,california,379,91,3,21-31,Casual,Finance,2
7751,30,single,m,socially,sometimes,graduated from college/university,white,-1,30/06/2012,"belvedere tiburon, california",,no,, california,25-34,california,11,86,6,25-35,Casual,Other,9
7752,31,single,m,rarely,sometimes,,white,-1,29/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,25-34,california,140,92,1,26-36,Marriage,Other,10
7753,25,available,m,desperately,,graduated from college/university,white,20000,15/02/2012,"san francisco, california",,trying to quit,, california,25-34,california,253,53,6,20-30,Casual,Healthcare,7
7754,47,single,f,,never,ph.d program,white,500000,29/06/2012,"stanford, california",,,, california,45-54,california,42,91,5,42-52,Serious,Education,3
7755,28,single,m,socially,,graduated from college/university,"asian,pacificislander,white",-1,27/06/2012,"oakland, california",,no,, california,25-34,california,16,53,1,23-33,Casual,Education,5
7756,25,single,m,socially,never,graduated from college/university,asian,-1,29/06/2012,"berkeley, california",,no,, california,25-34,california,62,94,6,20-30,Marriage,Healthcare,7
7757,30,single,m,rarely,never,graduated from masters program,white,50000,27/11/2011,"san francisco, california",,no,, california,25-34,california,252,57,3,25-35,Marriage,Healthcare,7
7758,37,single,m,socially,never,graduated from college/university,"indian,white",500000,19/01/2012,"berkeley, california",doesn't want kids,no,, california,35-44,california,464,87,8,32-42,Marriage,Finance,6
7759,47,single,m,socially,sometimes,dropped out of college/university,asian,30000,08/01/2012,"albany, california",,sometimes,, california,45-54,california,375,60,3,42-52,Serious,Finance,10
7760,24,single,m,often,often,,middleeastern,20000,18/04/2012,"oakland, california",,yes,, california,25-34,california,291,51,3,19-29,Serious,Healthcare,5
7761,23,single,f,socially,never,working on college/university,white,-1,29/06/2012,"san francisco, california",,no,, california,18-24,california,468,67,7,18-28,Casual,Tech,4
7762,22,single,f,socially,never,graduated from college/university,asian,-1,29/06/2012,"san francisco, california",,no,, california,18-24,california,7,67,1,18-27,Marriage,Healthcare,6
7763,29,single,f,socially,never,graduated from college/university,white,20000,30/06/2012,"mountain view, california",,no,, california,25-34,california,324,71,8,24-34,Serious,Healthcare,2
7764,40,single,f,socially,never,graduated from ph.d program,"middleeastern,white,other",-1,29/06/2012,"san francisco, california",doesn't have kids,no,, california,35-44,california,89,61,4,35-45,Serious,Education,4
7765,42,single,f,socially,,working on ph.d program,white,-1,28/06/2012,"berkeley, california",,no,, california,35-44,california,207,66,5,37-47,Serious,Other,10
7766,28,single,m,socially,never,graduated from college/university,white,-1,26/06/2012,"san francisco, california",doesn't want kids,when drinking,, california,25-34,california,291,100,5,23-33,Marriage,Education,2
7767,24,single,m,rarely,never,graduated from college/university,white,-1,29/06/2012,"vallejo, california",,no,, california,25-34,california,283,66,4,19-29,Marriage,Retail,8
7768,28,single,m,socially,never,graduated from masters program,white,-1,29/06/2012,"san mateo, california",,no,, california,25-34,california,117,85,1,23-33,Marriage,Finance,1
7769,41,single,f,socially,never,graduated from masters program,white,-1,29/06/2012,"san francisco, california",,no,, california,35-44,california,348,78,3,36-46,Marriage,Healthcare,8
7770,42,single,m,not at all,never,dropped out of ph.d program,white,-1,29/06/2012,"san francisco, california",,no,, california,35-44,california,174,98,8,37-47,Casual,Tech,9
7771,22,single,m,often,sometimes,graduated from space camp,"nativeamerican,white",-1,29/06/2012,"el cerrito, california","doesn't have kids, but might want them",when drinking,, california,18-24,california,75,65,2,18-27,Marriage,Finance,6
7772,44,single,m,socially,never,graduated from college/university,black,-1,30/06/2012,"berkeley, california",,no,, california,45-54,california,100,90,8,39-49,Casual,Education,4
7773,24,single,m,rarely,never,,white,-1,10/08/2011,"lafayette, california",,when drinking,, california,25-34,california,413,60,4,19-29,Marriage,Tech,10
7774,32,single,m,socially,never,graduated from college/university,,-1,14/03/2012,"burlingame, california",,no,, california,25-34,california,150,93,9,27-37,Casual,Finance,7
7775,32,single,m,,never,graduated from law school,white,100000,29/06/2012,"oakland, california",,,, california,25-34,california,399,92,8,27-37,Casual,Finance,9
7776,31,single,m,socially,,graduated from masters program,white,-1,30/04/2012,"san bruno, california",doesn't want kids,no,, california,25-34,california,269,94,8,26-36,Serious,Healthcare,4
7777,30,single,m,socially,,graduated from college/university,white,-1,26/06/2012,"san francisco, california",,no,, california,25-34,california,457,71,4,25-35,Casual,Finance,6
7778,28,single,f,socially,never,graduated from ph.d program,white,-1,29/06/2012,"san francisco, california",,no,, california,25-34,california,70,79,2,23-33,Casual,Healthcare,8
7779,31,single,m,often,sometimes,graduated from college/university,,-1,21/06/2012,"oakland, california",doesn't have kids,sometimes,, california,25-34,california,492,57,8,26-36,Serious,Other,3
7780,30,single,m,,never,graduated from college/university,other,-1,29/06/2012,"san francisco, california",,no,, california,25-34,california,179,95,7,25-35,Marriage,Retail,4
7781,32,single,f,rarely,never,graduated from masters program,white,-1,30/06/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,123,67,2,27-37,Marriage,Education,5
7782,39,single,f,socially,never,graduated from college/university,asian,-1,29/06/2012,"pleasant hill, california",,no,, california,35-44,california,380,95,7,34-44,Serious,Education,6
7783,35,single,m,,never,,white,-1,05/06/2012,"san mateo, california",,,, california,35-44,california,292,65,1,30-40,Serious,Finance,8
7784,34,single,m,rarely,never,graduated from masters program,asian,-1,30/06/2012,"san francisco, california",doesn't have kids,no,, california,35-44,california,284,96,6,29-39,Casual,Retail,8
7785,55,single,m,not at all,never,graduated from masters program,white,-1,29/06/2012,"berkeley, california",doesn't have kids,no,, california,55-64,california,194,69,7,50-60,Marriage,Other,5
7786,28,single,m,socially,,graduated from college/university,,-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,398,88,2,23-33,Marriage,Finance,6
7787,24,single,m,often,never,graduated from space camp,other,-1,11/11/2011,"el cerrito, california",doesn't want kids,no,, california,25-34,california,227,57,2,19-29,Serious,Healthcare,10
7788,22,single,m,socially,never,working on college/university,black,-1,27/06/2012,"san mateo, california",doesn't want kids,no,, california,18-24,california,430,79,8,18-27,Serious,Finance,9
7789,26,single,f,often,never,working on masters program,white,-1,30/06/2012,"san francisco, california","doesn't have kids, and doesn't want any",no,, california,25-34,california,429,87,2,21-31,Marriage,Healthcare,6
7791,25,single,m,very often,often,dropped out of space camp,white,100000,05/03/2012,"hayward, california","doesn't have kids, and doesn't want any",sometimes,, california,25-34,california,274,62,5,20-30,Marriage,Retail,7
7792,32,single,m,socially,never,,,-1,14/06/2012,"richmond, california",,sometimes,, california,25-34,california,460,66,4,27-37,Serious,Education,8
7793,46,single,f,socially,never,graduated from college/university,,-1,30/06/2012,"san francisco, california",has kids,when drinking,, california,45-54,california,105,89,1,41-51,Marriage,Tech,4
7794,27,single,f,socially,never,graduated from college/university,white,-1,18/06/2012,"oakland, california",,no,, california,25-34,california,20,92,8,22-32,Marriage,Education,8
7795,34,single,m,socially,never,graduated from college/university,asian,-1,25/06/2012,"brisbane, california",,when drinking,, california,35-44,california,63,66,4,29-39,Marriage,Finance,10
7796,27,single,m,socially,,,,-1,28/06/2012,"san francisco, california",,,, california,25-34,california,164,58,9,22-32,Casual,Other,6
7797,30,single,m,socially,,,white,-1,26/06/2012,"san francisco, california",,,, california,25-34,california,26,51,2,25-35,Casual,Tech,4
7798,25,single,m,socially,,graduated from college/university,white,-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,310,91,2,20-30,Marriage,Retail,8
7799,26,single,m,socially,never,graduated from college/university,white,-1,12/11/2011,"san francisco, california",,no,, california,25-34,california,499,73,6,21-31,Marriage,Healthcare,1
7800,27,single,m,,,graduated from college/university,white,-1,29/06/2012,"san francisco, california",,no,, california,25-34,california,284,70,2,22-32,Serious,Finance,8
7801,36,single,m,socially,never,graduated from college/university,white,-1,16/04/2012,"oakland, california","doesn't have kids, but wants them",no,, california,35-44,california,147,95,2,31-41,Serious,Tech,10
7802,33,single,m,socially,,graduated from college/university,white,-1,28/06/2012,"oakland, california",,no,, california,25-34,california,280,51,6,28-38,Serious,Tech,2
7803,34,single,m,socially,sometimes,graduated from masters program,white,100000,26/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,35-44,california,325,54,6,29-39,Serious,Healthcare,10
7804,20,single,m,often,sometimes,working on college/university,white,-1,10/02/2012,"berkeley, california",,sometimes,, california,18-24,california,318,66,8,18-25,Serious,Education,9
7805,30,single,m,socially,never,working on law school,white,-1,20/06/2012,"berkeley, california",,no,, california,25-34,california,163,73,1,25-35,Serious,Tech,1
